Source Language,Target Language,Request Body,Response Body
sv,en,Nej jag menar. Ha det så bra.,"No, I mean. Have a great time."
en,en,Sure!,Sure!
fr,en,J ai bien reçu mais sur ces documents il est noté nulle part nos bagages en soute et sur le site quand je me suis enregistré c est noté que 7kg,I received it but nowhere on these documents does it say our checked baggage and on the website when I checked in it only says 7kg
en,de,ok,OK
da,en,"Sezin Yıldız
zesin.y@hotmail.com
Vaskemaskine 

Vaskinemaskinen siger at jeg skal tjekke vandtilførslen men jeg kan ikke se at der er noget galt med slangerne og derudover er det område hvor dispenserne er, også helt mørkt som om det er brændt, Hej
Min vaskemaskine virker ikke
Den siger at jeg skal tjekke  vandtilførsle men jeg har tjekket vand slanger og der virker stadig ikke",Sezin Yıldız zesin.y@hotmail.com Washing machine The washing machine tells me to check the water supply but I can&#39;t see that there is anything wrong with the hoses and in addition the area where the dispensers are is also completely dark as if it has been burnt Hi My washing machine is not working It says to check the water supply but I have checked the water hoses and it still doesn&#39;t work
da,en,"Sezin Yıldız
zesin.y@hotmail.com
Vaskemaskine 

Vaskinemaskinen siger at jeg skal tjekke vandtilførslen men jeg kan ikke se at der er noget galt med slangerne og derudover er det område hvor dispenserne er, også helt mørkt som om det er brændt, Hej
Min vaskemaskine virker ikke
Den siger at jeg skal tjekke  vandtilførsle men jeg har tjekket vand slanger og der virker stadig ikke",Sezin Yıldız zesin.y@hotmail.com Washing machine The washing machine tells me to check the water supply but I can&#39;t see that there is anything wrong with the hoses and in addition the area where the dispensers are is also completely dark as if it has been burnt Hi My washing machine doesn&#39;t work It says to check the water supply but I&#39;ve checked the water hoses and it still doesn&#39;t work
en,de,ok,OK
id,en,toko nya ada di mana dan bisa beli online?,Where is the store and can I buy online?
en,de,ok,OK
en,de,ok,OK
en,de,ok,OK
da,en,"Sezin Yıldız
zesin.y@hotmail.com
Vaskemaskine 

Vaskinemaskinen siger at jeg skal tjekke vandtilførslen men jeg kan ikke se at der er noget galt med slangerne og derudover er det område hvor dispenserne er, også helt mørkt som om det er brændt, Hej
Min vaskemaskine virker ikke
Den siger at jeg skal tjekke  vandtilførsle men jeg har tjekket vand slanger og der virker stadig ikke",Sezin Yıldız zesin.y@hotmail.com Washing machine The washing machine tells me to check the water supply but I can&#39;t see that there is anything wrong with the hoses and in addition the area where the dispensers are is also completely dark as if it has been burnt Hi My washing machine doesn&#39;t work It says to check the water supply but I&#39;ve checked the water hoses and it still doesn&#39;t work
da,en,"Hej
Min vaskemaskine virker ikke
Den siger at jeg skal tjekke  vandtilførsle men jeg har tjekket vand slanger og der virker stadig ikke",Hi My washing machine is not working It says to check the water supply but I have checked the water hoses and it still doesn&#39;t work
sv,en,"Hej ! Har köpt en tvättmaskin som nu löser ut jordfelsbrytare i huset. Vill härmed reklamera maskinen då garanti fortfarande skall gälla.
Hälsningar:
Alf Tördal
Södra Sundsvägen 169
619 94 Vagnhärad
asokar29@gmail.com",Hello! Have bought a washing machine which now trips the earth fault breaker in the house. I hereby want to complain about the machine as the warranty will still apply. Greetings: Alf Tördal Södra Sundsvägen 169 619 94 Vagnhärad asokar29@gmail.com
sv,en,"Alf Tördal
asokar29@gmail.com 
WW95T4042CE
Tvättmaskinen löser ut jordfelsbrytaren, Hej ! Har köpt en tvättmaskin som nu löser ut jordfelsbrytare i huset. Vill härmed reklamera maskinen då garanti fortfarande skall gälla.
Hälsningar:
Alf Tördal
Södra Sundsvägen 169
619 94 Vagnhärad
asokar29@gmail.com",Alf Tördal asokar29@gmail.com WW95T4042CE The washing machine trips the earth fault breaker Hello! Have bought a washing machine which now trips the earth fault breaker in the house. I hereby want to complain about the machine as the warranty will still apply. Greetings: Alf Tördal Södra Sundsvägen 169 619 94 Vagnhärad asokar29@gmail.com
fi,en,"Sähköposti hmkori@gmail.com. Muut pyydetyt tiedot jo yllä., nästa, Sezin Yıldız
zesin.y@hotmail.com
Vaskemaskine 

Vaskinemaskinen siger at jeg skal tjekke vandtilførslen men jeg kan ikke se at der er noget galt med slangerne og derudover er det område hvor dispenserne er, også helt mørkt som om det er brændt, Alf Tördal
asokar29@gmail.com 
WW95T4042CE
Tvättmaskinen löser ut jordfelsbrytaren, Seuraava",Email hmkori@gmail.com. Other requested information already above. next Sezin Yıldız zesin.y@hotmail.com Washing machine The washing machine tells me to check the water supply but I can&#39;t see that there is anything wrong with the hoses and in addition the area where the dispensers are is also completely dark as if it has been burnt Alf Tördal asokar29@gmail.com WW95T4042CE The washing machine trips the earth fault breaker Next
sv,en,"nästa, är ni säkra på instruktionen var för rätt tvmodell?",next are you sure the instructions are for the right tv model?
en,en,yyeessss,yyeessss
en,en,yyeessss,yyeessss
en,de,So all inquiries about case please check directly with them.,Bitte wenden Sie sich bei allen Fragen zu dem Fall direkt an sie.
ru,en,"Не, Можете ли да ми помогнете, Техническа поддръжка",Not can you help me Technical support
ru,en,"Не, Техническа поддръжка, Не, Техническа поддръжка",Not Technical support Not Technical support
id,en,leptop flip dan touchscreen lebih cepat rusak?,Flip and touchscreen laptops break down more quickly?
pt,en,Wow super estilosos.. Hamilton 🔥🔥🔥👏👏,Wow super stylish.. Hamilton 🔥🔥🔥👏👏
sv,en,"Hej, har problem med att få ljud ur Frame högtalare när de används i en setup med Q-Symphony och Frame TV, De två URL är obegripliga...","Hi, having problems getting sound out of Frame speakers when used in a setup with Q-Symphony and Frame TV The two URLs are incomprehensible..."
es,en,"Sí, Sí, Nu am lucruri de adăugat. Îmi sunteți mereu de ajutor.🥰, Αν κάνω αναγκαστική επανεκκίνηση το τηλέφωνο μου θα σβηστούν τα δεδομένα μου;, Sí, nemam, Da, Wszystko było super. Idealnie., Rozwiązać problem., 👎 ne, Ne",Yeah Yeah I have nothing to add. You are always helping me If I force restart my phone will my data be erased? Yeah i don&#39;t have And Everything was great. Perfect. Solve the problem. It&#39;s 👎 Yes
id,en,"👍 Tak, Nie, Nie rozmowa była super wszystkie potrzebne informacje zostały mi przekazane",👍 No NO No the conversation was great all the necessary information was given to me
th,en,เลิกขายแล้วหรอครับ,Have you stopped selling them?
es,en,"Sí, Sí, Nu am lucruri de adăugat. Îmi sunteți mereu de ajutor.🥰, Αν κάνω αναγκαστική επανεκκίνηση το τηλέφωνο μου θα σβηστούν τα δεδομένα μου;, Sí, nemam, Da, Wszystko było super. Idealnie., Rozwiązać problem., 👎 ne, Ne",Yeah Yeah I have nothing to add. You are always helping me If I force restart my phone will my data be erased? Yeah i don&#39;t have And Everything was great. Perfect. Solve the problem. It&#39;s 👎 Yes
en,de,As soon as they investigate all they will inform you about solution for your case.,"Sobald sie alles untersucht haben, werden sie Sie über eine Lösung für Ihren Fall informieren."
th,en,"สำหรับผลิตภัณฑ์น้ำยาซักผ้าดาวน์นี่สูตร แอนตี้แบค ปัจจุบันยังมีจัดจำหน่ายอยู่แต่อาจจะหาซื้อยากสักนิดนึงค่ะ โดยสามารถหาซื้อที่ได้ที่ห้างสรรพสินค้าและร้านค้าชั้นนำทั่วไป เช่น Lotus's, Big C, Tops Market, Gourmet, 7-11 หากไม่พบสินค้าแนะนำให้ทำการสอบถามสต็อกสินค้ากับทางพนักงานโดยตรงได้เลยนะคะ

Minnie","For Downy Antibacterial fabric softener products, they are still available but may be a bit difficult to find. You can buy them at department stores and leading stores such as Lotus&#39;s, Big C, Tops Market, Gourmet, 7-11. If you can&#39;t find the product, we recommend that you ask the staff directly about the stock. Minnie"
en,en,Sure,Sure
fr,en,"Pouvez-vous m envoyer les billets car sur les billets de mon enregistrement cela n’est pas stipulé 
Mon mail : <span  data-entity=""email"" class=""undefined"" target=""_blank"" rel=""noopener noreferrer"">gangnant.celine@live.fR</span>","Can you send me the tickets because on the tickets of my recording it is not stipulated My email: <span  data-entity=""email"" class=""undefined"" target=""_blank"" rel=""noopener noreferrer"">gangnant.celine@live.fR</span>"
th,en,"สวัสดีค่ะคุณ Nikhun 

ไม่ทราบว่าคุณ Nikhun ต้องการสอบถามผลิตภัณฑ์ Downy ตัวใดคะ แอดมินตรวจสอบเพิ่มเติมให้ค่ะ

Minnie","Hello, Nikhun. I don&#39;t know which Downy product you want to inquire about. The admin will check further for you. Minnie"
zh-CN,en,我们没有电话，无法通过电话联系,We don&#39;t have a phone and can&#39;t be contacted by phone
de,en,"Hallo, schön, ich bekomme meine bestellte Ware nicht. Sie liegt laut Sendungsauskunft bereits seit 30.11.2024 bei DHL herum","Hello, I haven&#39;t received the goods I ordered. According to the shipment information, they have been sitting at DHL since November 30, 2024"
de,en,"Hallo, schön, ich bekomme meine bestellte Ware nicht. Sie liegt laut Sendungsauskunft bereits seit 30.11.2024 bei DHL herum","Hello, I haven&#39;t received the goods I ordered. According to the shipment information, they have been sitting at DHL since November 30, 2024"
und,de,"5, ?",5 ?
en,zh,Can I call you?,我可以打电话给你吗？
en,zh,Can I call you?,我可以打电话给你吗？
en,zh,Can I call you?,我可以打电话给你吗？
en,zh,Can I call you?,我可以打电话给你吗？
fr,en,Es ce que je peux lui parler svp,Can I talk to him please?
zh-CN,en,明白,clear
en,de,"have a wonderful day, ?, SMARTPHONE / TABLET (ENGLISH)",hab einen wunderschönen Tag ? SMARTPHONE / TABLET (ENGLISCH)
es,en,14445 Desierto Bello 79928,14445 Beautiful Desert 79928
en,de,Thank you for your feedback. Have a nice day also.,Vielen Dank für Ihr Feedback. Auch Ihnen einen schönen Tag.
fr,en,Je viens de discuter avec Ben,I just had a chat with Ben
hu,en,"""qwertz"" kiosztásban létezik?",Does it exist in &quot;qwertz&quot; allocation?
hu,en,"""qwertz"" kiosztásban létezik?",Does it exist in &quot;qwertz&quot; allocation?
zh-CN,en,抱歉，我有点没太理解您的意思，能说得更详细一些吗？,"Sorry, I don&#39;t quite understand what you mean, could you please explain it in more detail?"
fr,en,NSTO4S j’ai 2 billets mr Lerat et Lerat Céline e,NSTO4S I have 2 tickets Mr. Lerat and Lerat Céline e
en,sv,"Could you please provide me with your full name, email address and order number for verification purposes?","Kan du ge mig ditt fullständiga namn, e-postadress och ordernummer för verifieringsändamål?"
en,sv,"Could you please provide me with your full name, email address and order number for verification purposes?","Kan du ge mig ditt fullständiga namn, e-postadress och ordernummer för verifieringsändamål?"
ro,en,Card de memorie SanDisk 1 TB Micro SDasta scrie la cel de-al doilea link,SanDisk 1 TB Micro SD memory cardThis is what the second link says
de,en,alles klar. schöne tag,everything is fine. have a nice day
de,en,alles klar. schöne tag,everything is fine. have a nice day
sk,en,Nej,No
fr,en,"pendant quand France on vire 600
personnes et ferme 9 centres sur 13 eux ils jouent a Mario c'est le monde a l'envers","while in France we fire 600 people and close 9 out of 13 centers, they play Mario, it&#39;s the world upside down"
en,de,I hope during this week it will be refunded. In case that you do not receive it please contact us again.,"Ich hoffe, dass die Rückerstattung noch in dieser Woche erfolgt. Falls Sie die Rückerstattung nicht erhalten, kontaktieren Sie uns bitte erneut."
bn,en,সুন্দর ভিডিও সুন্দর ভিডিও অসাধারণ ভিডিও ভালোবাসা পাওয়ার মত ভিডিও এইরকম সুন্দর কনটেন্ট দিয়ে মানুষকে ইন্টারটেন করার জন্য ধন্যবাদ আপনাকে। আমি আজ থেকে আপনার একটা নতুন ফ্যান হয়ে গেলাম আপনার ভিডিও আমি প্রত্যেকদিন দেখব ইনশাল্লাহ এইভাবে সুন্দর সুন্দর কনটেন্ট দিতে থাকুন মানুষকে ইন্টারটেন করতে থাকুন আর আপনি অনেক এগিয়ে যান সেই শুভ কামনায় রইল আপনার জন্য।,Beautiful Video Beautiful Video Awesome Video Loveable Video Thank you for entertaining people with such beautiful content. I became a new fan of yours from today I will watch your videos every day Inshallah keep giving beautiful content like this keep entertaining people and you will go far I wish you all the best.
en,zh,"As I login by window Swee yoke Ching, is it any impact to my another PC which is window login by Swee yoke Ching too?",我通过窗口 Swee yoke Ching 登录，这对我的另一台也通过窗口 Swee yoke Ching 登录的 PC 有影响吗？
en,zh,"As I login by window Swee yoke Ching, is it any impact to my another PC which is window login by Swee yoke Ching too?",我通过窗口 Swee yoke Ching 登录，这对我的另一台也通过窗口 Swee yoke Ching 登录的 PC 有影响吗？
en,zh,"As I login by window Swee yoke Ching, is it any impact to my another PC which is window login by Swee yoke Ching too?",我通过窗口 Swee yoke Ching 登录，这对我的另一台也通过窗口 Swee yoke Ching 登录的 PC 有影响吗？
en,zh,"As I login by window Swee yoke Ching, is it any impact to my another PC which is window login by Swee yoke Ching too?",我通过窗口 Swee yoke Ching 登录，这对我的另一台也通过窗口 Swee yoke Ching 登录的 PC 有影响吗？
en,hu,Available in Hangarian,Hangáriban kapható
de,en,"Hallo, ich habe einen 50pus 8909/12. Plötzlich kann ich keine Disney + Inhalte mehr ansehen, obwohl mit dem Internet alles gut ist. Woran kann das liegen?","Hello, I have a 50pus 8909/12. Suddenly I can no longer watch Disney + content, even though everything is fine with the internet. What could be the reason for this?"
en,de,It can take up some time until you received your refund. Until our system be updated and processed. ,"Es kann einige Zeit dauern, bis Sie Ihre Rückerstattung erhalten. Bis unser System aktualisiert und verarbeitet wurde. "
en,sv,"Hello Catarina and welcome to the Samsung Shop my name is Ourania, I have read your message, please allow me a few moments to look into it.","Hej Catarina och välkommen till Samsung-butiken jag heter Ourania, jag har läst ditt meddelande, låt mig titta på det en stund."
hu,en,"<p style=""margin: 0;"">Elérhető még? Van lehetősége folytatni a beszélgetést?</p>","<p style=""margin: 0;"">Is it still available? Can you continue the conversation?</p>"
hu,en,"a kérdésem az, hogy csak angol nyelvű kiosztással létezik ez a billentyűzetes tok, vagy elérhető magyar nyelven is?","My question is, is this keyboard case only available in English, or is it also available in Hungarian?"
hu,en,"a kérdésem az, hogy csak angol nyelvű kiosztással létezik ez a billentyűzetes tok, vagy elérhető magyar nyelven is?","My question is, is this keyboard case only available in English, or is it also available in Hungarian?"
en,sv,"Hello Kenneth and welcome to the Samsung Shop my name is Ourania, I have read your message, please allow me a few moments to look into it.","Hej Kenneth och välkommen till Samsung-butiken jag heter Ourania, jag har läst ditt meddelande, låt mig titta på det en stund."
es,en,"La opción 1, Casi listo, ¡Muchas gracias por ser cliente de Samsung! Realmente apreciamos su negocio., Según esta experiencia de SMS, ¿cuál es la probabilidad de que recomiende Samsung a un amigo o familiar?(0-10 siendo 10 extremadamente probable)","Option 1 Almost ready Thank you so much for being a Samsung customer! We truly appreciate your business. Based on this SMS experience, how likely are you to recommend Samsung to a friend or family member? (0-10 with 10 being extremely likely)"
ja,en,"サービスタグ「JGS5F14」に関して、修理いただいたPCのOSが起動および修復ができない
　→初期化、工場出荷状態の処理をしようとしてもブルースクリーンが発生し、OS再設定ができない","Regarding the service tag &quot;JGS5F14&quot;, the OS of the PC you repaired cannot be started or repaired → Even if you try to initialize or restore to the factory settings, a blue screen occurs and you cannot reconfigure the OS"
es,en,Hoy compre el celular,Today I bought the cell phone
es,en,Hoy compre el celular,Today I bought the cell phone
es,en,Hoy compre el celular,Today I bought the cell phone
hr,en,"mogu, Halo, ima li koga?, Ευχαριστώ κ εγώ, παρακαλώ βοηθήστε με, Am facut deja toate spuse in ultimul mesaj,la fel face","I can Hello, anyone there? Thank you too, please help me I have already done everything said in the last message, do the same"
hr,en,"mogu, Halo, ima li koga?, Ευχαριστώ κ εγώ, παρακαλώ βοηθήστε με, Am facut deja toate spuse in ultimul mesaj,la fel face","I can Hello, anyone there? Thank you too, please help me I have already done everything said in the last message, do the same"
hr,en,"mogu, Halo, ima li koga?, Ευχαριστώ κ εγώ, παρακαλώ βοηθήστε με, Am facut deja toate spuse in ultimul mesaj,la fel face","I can Hello, anyone there? Thank you too, please help me I have already done everything said in the last message, do the same"
hr,en,"mogu, Halo, ima li koga?, Pojasnite kakav video da vam posalnem?, Omg... Teriible, Hvala, Kako da instaliram OneUi 7 beta?","I can Hello, anyone there? Explain what kind of video I can send you? Omg... Terrible Thanks How to install OneUi 7 beta?"
pl,en,"Nie dziękuję Nie mogę rozmawiać czy można napisać, Pisząc wiadomość, chciałabym mieć możliwość zamiany mowy na tekst, a nie mogę znaleźć ikonki mikrofonu., Gracias por tu tiempo, dedicación y ayuda, Nie dziękuję, muchas gracias, Biorę udział w promocji zegarek I słuchawki gratis przy zakupie tabletu. Na aplikacji nie mam tego baneru reklamowego który mógłbym kliknąć i ubiegać się o te gratisowe produkty. Jak mam to zrobić?  Spełniłem wszystkie warunki., Lo revisaré gracias, Kako da instaliram OneUi 7 beta?","No thanks I can&#39;t talk can I write When writing a message, I would like to be able to convert speech to text, but I can&#39;t find the microphone icon. Thank you for your time, dedication and help No thanks thank you so much I am taking part in the promotion of a watch and headphones for free when buying a tablet. I do not have this advertising banner on the application that I could click and apply for these free products. How do I do this? I have met all the conditions. I will check it out thanks How to install OneUi 7 beta?"
pl,en,"Mam problem z ładowaniem,  jak podłączam ładowarkę wolno ładującą tablet wyświetla info o wolnym ładowaniu i przestaje ładowac . Szybkie ładowanie działa normalniemalnie na szybkiej ladowarce","I have a problem with charging, when I connect a slow charger the tablet displays information about slow charging and stops charging. Fast charging works normally on a fast charger"
ro,en,modelul telefonului?,phone model?
sv,en,"Hej.
Beställde en Samsung telefon förra veckan. En av tillbehören som skulleningå var slut. Ser att de ni åter finns i lager.
Ett skal till Samsung flip.
Mvh Catarina",Hello. Ordered a Samsung phone last week. One of the accessories that was supposed to go was out of stock. See that you have them back in stock. A cover for the Samsung flip. Etc. Catarina
sv,en,"Catarina Andersson 
Catarina.a.andersson@gmail.com
Galax flip6
SE241112-23405641

Hej.
Beställde en Samsung telefon förra veckan. En av tillbehören som skulleningå var slut. 
Ett skal till Samsung flip.
Förhörde mig för ett tag sedan om det var möjligt att få det i efterhand. Och undrar om de nu finns i lager.
Mvh Catarina, Hej, 
Jag undrar om ni gått in tillbehöret till mobilen :)","Catarina Andersson Catarina.a.andersson@gmail.com Galax flip6 SE241112-23405641 Hello. Ordered a Samsung phone last week. One of the accessories that was supposed to go was out of stock. A cover for the Samsung flip. Inquired a while ago if it was possible to get it after the fact. And wondering if they are now in stock. Etc. Catarina Hello, I wonder if you have entered the accessories for the mobile :)"
sv,en,"Catarina Andersson 
Catarina.a.andersson@gmail.com
Galax flip6
SE241112-23405641

Hej.
Beställde en Samsung telefon förra veckan. En av tillbehören som skulleningå var slut. 
Ett skal till Samsung flip.
Förhörde mig för ett tag sedan om det var möjligt att få det i efterhand. Och undrar om de nu finns i lager.
Mvh Catarina, Hej, 
Jag undrar om ni gått in tillbehöret till mobilen :)","Catarina Andersson Catarina.a.andersson@gmail.com Galax flip6 SE241112-23405641 Hello. Ordered a Samsung phone last week. One of the accessories that was supposed to go was out of stock. A cover for the Samsung flip. Inquired a while ago if it was possible to get it after the fact. And wondering if they are now in stock. Etc. Catarina Hello, I wonder if you have entered the accessories for the mobile :)"
es,en,"Ya lo hide y el problema sigue , Nesecito q manden una persona para q arreglen el problema , Ya intenté todo , Lo compré en bedbug, Ok gracias yo espero ",I already hid it and the problem continues  I need you to send someone to fix the problem.  I&#39;ve tried everything already  I bought it on bedbug Ok thanks I hope 
sv,en,"Hej! Behöver en ny retursedel för att skicka in mobilen (trade-in), Hej! Behöver en ny retursedel för att skicka in mobilen (trade-in)",Hello! Need a new return slip to send in the phone (trade-in) Hello! Need a new return slip to send in the phone (trade-in)
sv,en,"Hej! Behöver en ny retursedel för att skicka in mobilen (trade-in), Hej! Behöver en ny retursedel för att skicka in mobilen (trade-in)",Hello! Need a new return slip to send in the phone (trade-in) Hello! Need a new return slip to send in the phone (trade-in)
en,ro,Can you please tell me what its model name?,Imi puteti spune va rog cum se numeste modelul?
en,en,Model  code 1h8843kt706650p. Code de models RF29Bb8600GLAA,Model  code 1h8843kt706650p. Code de models RF29Bb8600GLAA
de,en,Ich wünsche Ihnen noch einen angenehmen Tag.,I wish you a pleasant day.
ro,en,m-ar fi interesat dacă ați putea să îmi spuneți niște diferențe,I would be interested if you could tell me some differences
de,en,Ich wünsche Ihnen noch einen angenehmen Tag.,I wish you a pleasant day.
es,en,"Cómo lo ago , Ok estaré esperando, Gracias. Está conectado con Sita K de Samsung Care., Hola, Gracias por ponerse en contacto con Samsung Care. Mi nombre es Sita K y seré su Samsung Care Pro hoy. ¿Cómo puedo ayudarte hoy?, Ok gracias , Ok gracias , Gracias. Está conectado con Shaik de Samsung Care., Hola, Gracias por ponerse en contacto con Samsung Care. Mi nombre es Shaik y seré su Samsung Care Pro hoy. ¿Cómo puedo ayudarte hoy?, Ya lo hice y era igual estuvo funcionando toda la noche si apagarse","How do I do it?  Ok I&#39;ll be waiting Thank you. You are connected to Sita K from Samsung Care. Hello, Thank you for contacting Samsung Care. My name is Sita K and I will be your Samsung Care Pro today. How can I help you today? OK thanks  OK thanks  Thank you. You are connected to Shaik from Samsung Care. Hello, Thank you for contacting Samsung Care. My name is Shaik and I will be your Samsung Care Pro today. How can I help you today? I already did it and it was the same, it was working all night without turning off"
ja,en,"パソコン再起動の際に高確率（7/10）で、システム診断ライト点滅：橙2白7となり画面が真っ黒。

電源ボタン長押し15秒でシステム診断ライトが消え、再度電源ボタンで起動できる。
24H2をクリーンインストールした後に症状を確認。それまで使用していた社員が退職したので以前から発症していたのかは不明。

現在はWindows11 Pro 23H2をクリーンインストールし、症状は変わらず。
メモリやLCDケーブルの付け直し、Diagnostics異常なし。","When restarting the computer, there is a high probability (7/10) that the system diagnostic light flashes: 2 orange, 7 white, and the screen is black. Press and hold the power button for 15 seconds to turn off the system diagnostic light, and then press the power button again to start the computer. The symptoms were confirmed after a clean install of 24H2. The employee who had been using the computer until then has left the company, so it is unclear whether the problem had been present for a long time. Currently, a clean install of Windows 11 Pro 23H2 has been performed, and the symptoms have not changed. The memory and LCD cable have been reseated, and no abnormalities have been found in the diagnostics."
en,zh,"Before start, need to reconfirm one thing",开始之前，需要重新确认一件事
en,zh,"Before start, need to reconfirm one thing",开始之前，需要重新确认一件事
ms,en,installing nya agak lama ya?,does it take a long time to install?
de,en,ich habe die mail erhalten. wann werde ich die rückerstattung erhalten?,I received the email. When will I receive the refund?
de,en,ich habe die mail erhalten. wann werde ich die rückerstattung erhalten?,I received the email. When will I receive the refund?
de,en,ich habe die mail erhalten. wann werde ich die rückerstattung erhalten?,I received the email. When will I receive the refund?
en,en,"Yes.
","Yes.
"
ro,en,"este tot un sandisk de un terra, dar mai ieftin","it&#39;s still a sandisk of a terra, but cheaper"
en,en,"Thank you for sharing the order number. Kindly wait, while we connect you to our Samsung shop expert.","Thank you for sharing the order number. Kindly wait, while we connect you to our Samsung shop expert."
ar,en,"تلفون 0501557400
دو0588802003",Phone 0501557400 or 0588802003
de,en,Dann kann dieser Chat nun geschlossen werden.,Then this chat can now be closed.
de,en,Dann kann dieser Chat nun geschlossen werden.,Then this chat can now be closed.
zh-CN,en,好的,OK
es,en,"Si lo instalo un profesional, Si lo instalo un profesional , Ya lo hisieron y el problema es el mismo, Q es eso , Ya intenté todo y la maquinaria no se apaga, Ok yo estaré esperando su pronta respuesta",If I install it a professional If I install it a professional  They already did it and the problem is the same What is that?  I&#39;ve tried everything and the machine won&#39;t turn off. Ok I will be waiting for your prompt response
de,en,"Ok, vielen Dank.","Ok, thank you very much."
de,en,"Ok, vielen Dank.","Ok, thank you very much."
en,en,Sure.,Sure.
en,zh,I am going to do this reinstallation,我要重新安装
en,zh,I am going to do this reinstallation,我要重新安装
en,zh,I am going to do this reinstallation,我要重新安装
ar,en,"العنوان واضح 
دبي 
النهده2
شارع عمان خلف كارفور 
بناية دانة النهده رقم البناية 27
الدور الخامس شقة 202","The address is clear, Dubai, Al Nahda 2, Amman Street, behind Carrefour, Dana Al Nahda Building, Building No. 27, 5th Floor, Apartment 202"
en,zh,Wait a minute,等一下
en,zh,Wait a minute,等一下
en,zh,Wait a minute,等一下
de,en,"Wieviel Platz benötigt man an den Seiten, damit sich das Ambilight lohnt?🤔",How much space do you need on the sides to make the Ambilight worthwhile?🤔
en,de,Can I speak to an agent?,Kann ich mit einem Agenten sprechen?
de,en,"Ich bin gespannt. Sollte es zu keiner Klärung kommen, möchte ich entschädigt werden.","I&#39;m curious. If nothing is resolved, I would like to be compensated."
de,en,"Ich bin gespannt. Sollte es zu keiner Klärung kommen, möchte ich entschädigt werden.","I&#39;m curious. If nothing is resolved, I would like to be compensated."
de,en,super ich danke ihnen,"great, thank you"
de,en,Danke das war es ert einmal.... Ihnen alles gute,"Thank you, that was it for now.... all the best to you"
en,de,HAve you checked your email and spam?,Haben Sie Ihre E-Mails und Ihren Spam überprüft?
de,en,"Wir sind nach 4Jahren auf LG gewechselt, da unser Megateurer <a target=""_self"" data-sn-type=""FACEBOOK"" href=""javascript:void(0);"" data-screen-id=""9527960163911985"" class=""autolink-url username"" data-entity=""screenName"" data-url=""https://facebook.com/9527960163911985"" data-mention-type=""user"">Philips TV</a> OLED einfach kaputt gegangen ist und der Support nicht reagiert.","We switched to LG after 4 years because our mega-expensive <a target=""_self"" data-sn-type=""FACEBOOK"" href=""javascript:void(0);"" data-screen-id=""9527960163911985"" class=""autolink-url username"" data-entity=""screenName"" data-url=""https://facebook.com/9527960163911985"" data-mention-type=""user"">Philips TV</a> OLED simply broke and the support was not responding."
en,en,I understand.,I understand.
en,de,If in this term you do not have active Samsung Care + please contact us.,"Wenn Sie in dieser Laufzeit kein aktives Samsung Care+ haben, kontaktieren Sie uns bitte."
es,en,"Te estaré conectando a una humana que puede ayudar., Disculpe, debido a volúmenes anormalmente altos, se está tardando más de lo esperado en conectarlo con un agente. Tan pronto como haya alguien disponible, lo conectaremos., Gracias. Está conectado con Lavanya S de Samsung Care., Hola, Gracias por ponerse en contacto con Samsung Care. Mi nombre es Lavanya S y seré su Samsung Care Pro hoy. ¿Cómo puedo ayudarte hoy?, Si, Si, ¿Pido disculpas?, Si ","I&#39;ll be connecting you to a human who can help. We&#39;re sorry, but due to abnormally high volumes, it&#39;s taking longer than expected to connect you to an agent. As soon as someone is available, we&#39;ll connect you. Thank you. You are connected to Lavanya S by Samsung Care. Hello, Thank you for contacting Samsung Care. My name is Lavanya S and I will be your Samsung Care Pro today. How can I help you today? And And Do I apologize? And "
es,en,"La encuesta ha caducado - Gracias por sus comentarios. Cada vez que necesite ayuda, simplemente responda a este mensaje. ¡Estamos aquí para apoyarte, 24/7!","Survey has expired - Thank you for your feedback. Whenever you need help, simply reply to this message. We are here to support you, 24/7!"
es,en,Socorro López cell (949)4736757 correo florlopezdgo@icloud.com dirección 115 stoneridge Dr santa Ana ca 92704,Socorro Lopez cell (949)4736757 email florlopezdgo@icloud.com address 115 stoneridge Dr Santa Ana ca 92704
pl,en,"Niestety mojej gwarancja już minęła, Wsparcie techniczne",Unfortunately my warranty has already expired Technical support
de,en,Dies erklärt den offenen Punkt.,This explains the open point.
de,en,Dies erklärt den offenen Punkt.,This explains the open point.
de,en,Dies erklärt den offenen Punkt.,This explains the open point.
ro,en,iar celalalt acesta:,and the other one:
de,en,"Ok, vielen Dank für die Rückmeldung.","Ok, thank you for the feedback."
de,en,"Ok, vielen Dank für die Rückmeldung.","Ok, thank you for the feedback."
en,en,"Yes, sure","Yes, sure"
en,es,Sure thing!,¡Por supuesto!
ro,en,unul ar fi acesta:,one would be this:
hu,en,"EF-DX920BBEGGB létezik magyar kiosztásban is?, Terméktámogatás",Does EF-DX920BBEGGB also exist in Hungarian distribution? Product support
hu,en,Terméktámogatás,Product support
hu,en,Terméktámogatás,Product support
hu,en,EF-DX920BBEGGB létezik magyar kiosztásban is?,Does EF-DX920BBEGGB also exist in Hungarian distribution?
ro,en,"Da, trimite-mi","Yes, send it to me"
ja,en,"4.毎回, 1.約",4. Every time 1. about
en,zh,"Hi, I have reset issues",你好 我有重置问题
en,zh,"Hi, I have reset issues",你好 我有重置问题
ja,en,上記以外,Other than the above
